year,month,day,max,min,avg,precip,norm.avg,norm.precip
2021,4,15,44.83,30.787,37.809,0,42.05,0.08
2021,4,16,55.85,33.168,44.509,0,42.5,0.08
2021,4,17,54.428,29.687,42.058,0,42.96,0.08
2021,4,18,63.374,27.012,45.193,0.01,43.42,0.08
2021,4,19,39.504,25.567,32.536,0,43.89,0.08
2021,4,20,40.332,20.763,30.548,0,44.33,0.09
2021,4,21,44.73,22.215,33.473,0,44.78,0.08
2021,4,22,61.304,30.454,45.879,0,45.24,0.08
2021,4,23,49.352,35.832,42.592,0.1,45.69,0.09
2021,4,24,45.775,25.779,35.777,0.01,46.16,0.09
2021,4,25,41.23,25.273,33.252,0.01,46.61,0.1
2021,4,26,47.246,33.039,40.143,0.11,47.06,0.1
2021,4,27,53.132,36.473,44.803,0,47.52,0.09
2021,4,28,64.814,29.665,47.24,0,47.97,0.1
2021,4,29,64.436,44.956,54.696,0,48.43,0.1
2021,4,30,59.81,29.343,44.577,0,48.86,0.1
2021,5,1,87.728,49.082,68.405,0,49.33,0.1
2021,5,2,70.898,49.01,59.954,0,49.77,0.1
2021,5,3,58.496,39.616,49.056,0,50.23,0.09
2021,5,4,55.274,34.909,45.092,0,50.67,0.1
2021,5,5,50.414,33.172,41.793,0,51.11,0.1
2021,5,6,61.862,36.221,49.042,0,51.55,0.1
2021,5,7,55.094,30.115,42.605,0,52,0.1
2021,5,8,55.274,25.147,40.211,0,52.43,0.1
2021,5,9,60.458,33.217,46.838,0,52.85,0.11
2021,5,10,53.42,30.731,42.076,0,53.3,0.1
2021,5,11,61.268,25.358,43.313,0,53.73,0.11
2021,5,12,67.856,32.832,50.344,0,54.16,0.1
2021,5,13,69.8,37.116,53.458,0,54.6,0.11
2021,5,14,63.428,45.039,54.234,0.07,54.99,0.1
2021,5,15,72.698,37.072,54.885,0,55.42,0.11
2021,5,16,77.756,41.376,59.566,0,55.84,0.1
2021,5,17,78.098,46.062,62.08,0,56.25,0.11
2021,5,18,73.76,51.368,62.564,0,56.63,0.11
2021,5,19,73.58,59.738,66.659,0.05,57.06,0.12
2021,5,20,75.416,61.502,68.459,0.03,57.47,0.11
2021,5,21,83.57,61.016,72.293,0,57.83,0.11
2021,5,22,85.802,63.428,74.615,0,58.23,0.11
2021,5,23,70.34,50.324,60.332,0,58.6,0.11
2021,5,24,85.46,50.522,67.991,0,58.96,0.11
2021,5,25,82.976,58.406,70.691,0,59.35,0.11
2021,5,26,59.792,42.093,50.943,0,59.74,0.1
2021,5,27,49.136,40.698,44.917,0.51,60.1,0.11
2021,5,28,60.566,32.407,46.487,0.01,60.46,0.11
2021,5,29,62.924,33.42,48.172,0,60.8,0.11
2021,5,30,72.374,50.018,61.196,0,61.15,0.11
2021,5,31,73.202,48.344,60.773,0,61.49,0.12
2021,6,1,79.178,42.474,60.826,0,61.84,0.12
2021,6,2,85.46,56.786,71.123,0,62.16,0.12
2021,6,3,91.994,61.754,76.874,0,62.48,0.13
2021,6,4,97.556,60.926,79.241,0,62.81,0.13
2021,6,5,95.018,69.044,82.031,0.07,63.13,0.14
2021,6,6,94.874,69.368,82.121,0,63.43,0.14
2021,6,7,93.272,64.112,78.692,0,63.73,0.14
2021,6,8,96.53,63.158,79.844,0,64.03,0.14
2021,6,9,93.866,69.044,81.455,0,64.34,0.15
2021,6,10,97.25,69.134,83.192,0,64.6,0.14
2021,6,11,80.96,55.526,68.243,0.1,64.89,0.14
2021,6,12,83.48,48.83,66.155,0,65.16,0.14
2021,6,13,91.022,52.214,71.618,0,65.42,0.14
2021,6,14,83.786,49.334,66.56,0,65.67,0.14
2021,6,15,81.23,54.068,67.649,0,65.92,0.14
2021,6,16,86.648,58.82,72.734,0,66.19,0.14
2021,6,17,81.968,59.99,70.979,0,66.42,0.15
2021,6,18,87.746,56.552,72.149,0,66.64,0.15
2021,6,19,78.404,49.694,64.049,0.03,66.89,0.15
2021,6,20,62.888,51.854,57.371,0.43,67.11,0.15
2021,6,21,63.176,43.812,53.494,0,67.33,0.14
2021,6,22,74.948,41.463,58.206,0,67.54,0.15
2021,6,23,87.062,51.422,69.242,0,67.72,0.14
2021,6,24,82.328,59.324,70.826,0,67.92,0.15
2021,6,25,83.084,54.32,68.702,0,68.1,0.15
2021,6,26,74.066,63.428,68.747,0,68.29,0.15
2021,6,27,82.508,60.674,71.591,0.08,68.44,0.15
2021,6,28,76.046,58.73,67.388,0.51,68.62,0.16
2021,6,29,82.13,58.892,70.511,0,68.77,0.15
2021,6,30,84.758,55.544,70.151,0,68.93,0.15
2021,7,1,86.864,61.682,74.273,0,69.05,0.16
2021,7,2,85.406,57.578,71.492,0,69.19,0.16
2021,7,3,86.468,55.814,71.141,0,69.32,0.16
2021,7,4,93.776,69.512,81.644,0,69.44,0.15
2021,7,5,89.798,64.832,77.315,0,69.56,0.15
2021,7,6,73.274,58.658,65.966,0.541,69.66,0.14
2021,7,7,70.016,54.86,62.438,0,69.75,0.14
2021,7,8,71.996,50.27,61.133,0,69.85,0.14
2021,7,9,76.172,53.492,64.832,0,69.92,0.14
2021,7,10,79.178,58.586,68.882,0,70.03,0.15
2021,7,11,83.984,53.294,68.639,0,70.08,0.14
2021,7,12,80.438,58.658,69.548,0,70.13,0.15
2021,7,13,85.46,59.486,72.473,0,70.22,0.15
2021,7,14,75.758,54.77,65.264,0,70.25,0.15
2021,7,15,82.148,50.432,66.29,0,70.3,0.15
2021,7,16,82.67,53.204,67.937,0,70.31,0.14
2021,7,17,84.704,51.512,68.108,0,70.34,0.14
2021,7,18,83.768,52.52,68.144,0,70.34,0.14
2021,7,19,85.442,57.056,71.249,0,70.35,0.14
2021,7,20,86.954,59.234,73.094,0,70.39,0.14
2021,7,21,83.768,63.086,73.427,0,70.38,0.14
2021,7,22,86.054,67.298,76.676,0.18,70.37,0.13
2021,7,23,87.764,69.638,78.701,0,70.35,0.14
2021,7,24,85.622,62.258,73.94,0.971,70.34,0.13
2021,7,25,85.082,55.31,70.196,0.01,70.33,0.12
2021,7,26,85.622,67.28,76.451,0,70.27,0.12
2021,7,27,90.464,69.134,79.799,0,70.25,0.11
2021,7,28,90.788,66.902,78.845,1.131,70.21,0.12
2021,7,29,77.738,61.34,69.539,0,70.15,0.12
2021,7,30,72.662,58.244,65.453,0,70.09,0.12
2021,7,31,80.276,57.218,68.747,0,70.02,0.12
2021,8,1,76.37,50.756,63.563,0,69.94,0.12
2021,8,2,79.34,49.766,64.553,0,69.89,0.12
2021,8,3,83.426,53.474,68.45,0,69.8,0.11
2021,8,4,76.244,56.642,66.443,0.01,69.71,0.12
2021,8,5,84.11,60.998,72.554,0,69.64,0.12
2021,8,6,80.546,53.348,66.947,0,69.53,0.12
2021,8,7,77.306,63.734,70.52,0.13,69.42,0.12
2021,8,8,78.566,61.322,69.944,0.01,69.31,0.12
2021,8,9,83.93,57.488,70.709,0,69.22,0.11
2021,8,10,81.968,65.678,73.823,0,69.09,0.12
2021,8,11,78.746,64.202,71.474,0,68.94,0.12
2021,8,12,76.064,53.456,64.76,0.01,68.84,0.12
2021,8,13,76.838,46.49,61.664,0,68.69,0.12
2021,8,14,85.964,47.426,66.695,0,68.55,0.12
2021,8,15,85.028,61.592,73.31,0,68.4,0.12
2021,8,16,85.028,60.17,72.599,0,68.22,0.12
2021,8,17,89.798,67.028,78.413,0,68.1,0.12
2021,8,18,87.89,65.678,76.784,0,67.91,0.12
2021,8,19,88.052,65.948,77,0,67.72,0.12
2021,8,20,85.172,62.06,73.616,2.462,67.55,0.13
2021,8,21,69.71,50.576,60.143,0,67.35,0.13
2021,8,22,75.164,47.318,61.241,0.1,67.15,0.13
2021,8,23,85.154,52.826,68.99,0,66.95,0.13
2021,8,24,81.392,61.34,71.366,1.851,66.75,0.14
2021,8,25,76.37,55.274,65.822,0,66.52,0.13
2021,8,26,67.748,55.616,61.682,0.55,66.3,0.13
2021,8,27,76.172,60.584,68.378,0.02,66.05,0.13
2021,8,28,75.488,61.52,68.504,1.691,65.79,0.12
2021,8,29,76.406,56.966,66.686,0.14,65.55,0.12
2021,8,30,80.24,50.09,65.165,0,65.3,0.12
2021,8,31,77.216,54.608,65.912,0,65.03,0.11
2021,9,1,75.65,51.602,63.626,0,64.75,0.11
2021,9,2,64.382,57.902,61.142,0.71,64.45,0.11
2021,9,3,64.832,54.086,59.459,0.06,64.15,0.11
2021,9,4,75.992,52.52,64.256,0,63.84,0.11
2021,9,5,73.724,48.416,61.07,0,63.56,0.11
2021,9,6,80.942,45.081,63.012,0,63.23,0.11
2021,9,7,75.902,56.3,66.101,0,62.89,0.11
2021,9,8,72.392,49.37,60.881,0,62.55,0.1
2021,9,9,75.11,44.83,59.97,0,62.2,0.11
2021,9,10,80.69,49.586,65.138,0,61.86,0.1
2021,9,11,72.932,54.86,63.896,0,61.5,0.1
2021,9,12,71.582,43.783,57.683,0,61.12,0.1
2021,9,13,69.044,41.178,55.111,0.931,60.74,0.1
2021,9,14,71.222,46.742,58.982,0.01,60.36,0.1
2021,9,15,74.894,43.968,59.431,0,59.96,0.09
2021,9,16,87.998,59.396,73.697,0.01,59.54,0.09
2021,9,17,68.018,40.125,54.072,0.35,59.16,0.1
2021,9,18,74.984,38.937,56.961,0,58.73,0.1
2021,9,19,87.314,67.046,77.18,0,58.34,0.09
2021,9,20,75.686,51.692,63.689,1.601,57.9,0.1
2021,9,21,62.294,40.442,51.368,0.01,57.48,0.09
2021,9,22,68.756,39.276,54.016,0,57,0.1
2021,9,23,72.032,42.721,57.377,0,56.6,0.09
2021,9,24,63.23,41.086,52.158,0.09,56.11,0.1
2021,9,25,69.386,41.038,55.212,0,55.69,0.1
2021,9,26,83.03,45.379,64.205,0,55.2,0.1
2021,9,27,74.516,49.19,61.853,0,54.74,0.09
2021,9,28,81.284,48.506,64.895,0,54.27,0.1
2021,9,29,82.634,56.552,69.593,0,53.8,0.1
2021,9,30,79.43,57.704,68.567,0.02,53.33,0.09
2021,10,1,69.728,61.664,65.696,0.591,52.86,0.1
2021,10,2,67.28,50.666,58.973,0.11,52.36,0.1
2021,10,3,74.462,44.746,59.604,0,51.9,0.11
2021,10,4,77.216,41.797,59.507,0,51.41,0.1
2021,10,5,75.128,43.799,59.464,0,50.91,0.1
2021,10,6,72.878,51.512,62.195,0,50.43,0.09
2021,10,7,72.176,58.226,65.201,0,49.92,0.1
2021,10,8,72.032,58.982,65.507,0,49.44,0.1
2021,10,9,73.274,54.68,63.977,1.711,48.94,0.09
2021,10,10,59.072,47.822,53.447,0.11,48.44,0.1
2021,10,11,69.188,42.134,55.661,0,47.94,0.09
2021,10,12,62.546,41.92,52.233,0,47.42,0.09
2021,10,13,61.358,46.562,53.96,0.13,46.95,0.1
2021,10,14,48.092,39.087,43.59,0.01,46.44,0.09
2021,10,15,47.084,35.368,41.226,0,45.95,0.09
2021,10,16,60.458,32.954,46.706,0,45.43,0.09
2021,10,17,68.756,31.046,49.901,0,44.95,0.09
2021,10,18,76.244,41.472,58.858,0,44.45,0.08
2021,10,19,68.216,43.644,55.93,0,43.95,0.08
2021,10,20,49.28,41.265,45.273,0.66,43.45,0.08
2021,10,21,46.085,27.988,37.037,0,42.95,0.07
2021,10,22,46.706,27.183,36.945,0,42.42,0.07
2021,10,23,48.758,24.715,36.737,0,41.94,0.07
2021,10,24,45.894,34.961,40.428,0,41.44,0.07
2021,10,25,49.694,30.537,40.116,0,40.94,0.06
2021,10,26,54.68,37.492,46.086,0,40.42,0.06
2021,10,27,49.172,42.67,45.921,1.011,39.94,0.06
2021,10,28,53.456,41.603,47.53,0.31,39.41,0.06
2021,10,29,55.22,33.719,44.47,0,38.93,0.06
2021,10,30,56.696,32.385,44.541,0,38.42,0.06
2021,10,31,42.546,30.452,36.499,0,37.92,0.06
2021,11,1,40.55,29.224,34.887,0,37.39,0.05
2021,11,2,38.512,23.401,30.957,0,36.91,0.05
2021,11,3,44.319,21.702,33.011,0,36.41,0.05
2021,11,4,50.666,21.699,36.183,0,35.91,0.05
2021,11,5,56.804,32.698,44.751,0,35.41,0.05
2021,11,6,64.58,36.725,50.653,0,34.89,0.05
2021,11,7,58.226,37.056,47.641,0,34.38,0.05
2021,11,8,49.586,25.482,37.534,0,33.9,0.04
2021,11,9,53.834,24.123,38.979,0,33.38,0.04
2021,11,10,47.912,32.527,40.22,0,32.86,0.04
2021,11,11,40.719,31.086,35.903,0,32.38,0.04
2021,11,12,33.123,28.751,30.937,0,31.86,0.04
2021,11,13,32.662,25.318,28.99,0,31.36,0.03
2021,11,14,28.155,22.46,25.308,0,30.84,0.04
2021,11,15,33.971,22.719,28.345,0,30.37,0.04
2021,11,16,41.871,27.986,34.929,0,29.86,0.03
2021,11,17,37.852,24.863,31.358,0,29.34,0.04
2021,11,18,28.839,15.71,22.275,0,28.85,0.04
2021,11,19,40.833,16.25,28.542,0,28.36,0.04
2021,11,20,39.778,20.764,30.271,0,27.88,0.03
2021,11,21,35.04,15.026,25.033,0,27.36,0.03
2021,11,22,32.103,13.82,22.962,0,26.89,0.03
2021,11,23,54.932,20.212,37.572,0,26.38,0.03
2021,11,24,35.56,12.254,23.907,0,25.91,0.03
2021,11,25,19.953,5.972,12.963,0,25.43,0.03
2021,11,26,32.954,15.872,24.413,0,24.94,0.03
2021,11,27,43.014,22.42,32.717,0,24.45,0.03
2021,11,28,36.45,15.098,25.774,0,23.96,0.03
2021,11,29,48.578,27.226,37.902,0,23.52,0.03
2021,11,30,40.125,24.611,32.368,0,23.07,0.03
2021,12,1,49.244,28.582,38.913,0,22.59,0.03
2021,12,2,44.195,29.725,36.96,0,22.14,0.03
2021,12,3,36.304,25.396,30.85,0,21.71,0.03
2021,12,4,29.26,24.375,26.818,0,21.28,0.03
2021,12,5,33.633,18.253,25.943,0,20.8,0.02
2021,12,6,19.742,-6.934,6.404,0,20.38,0.03
2021,12,7,14.936,1.364,8.15,0,19.96,0.03
2021,12,8,21.025,-3.874,8.576,0,19.54,0.03
2021,12,9,32.99,18,25.495,0,19.14,0.02
2021,12,10,29.516,14.864,22.19,0,18.75,0.03
2021,12,11,28.449,12.758,20.604,0,18.33,0.03
2021,12,12,35.681,18.541,27.111,0,17.96,0.03
2021,12,13,42.426,17.953,30.19,0,17.57,0.02
2021,12,14,37.139,28.411,32.775,0,17.2,0.03
2021,12,15,41.288,31.676,36.482,0,16.84,0.03
2021,12,16,32.187,6.764,19.476,0,16.48,0.03
2021,12,17,16.844,4.37,10.607,0,16.12,0.02
2021,12,18,15.656,-7.816,3.92,0,15.8,0.03
2021,12,19,28.103,-7.078,10.513,0,15.47,0.03
2021,12,20,24.847,0.626,12.737,0,15.13,0.02
2021,12,21,14.144,-1.624,6.26,0,14.82,0.03
2021,12,22,25.342,-1.624,11.859,0,14.52,0.03
2021,12,23,32.054,12.686,22.37,0,14.21,0.02
2021,12,24,40.804,12.686,26.745,0,13.93,0.02
2021,12,25,13.37,7.826,10.598,0,13.67,0.02
2021,12,26,25.056,7.484,16.27,0,13.38,0.02
2021,12,27,28.692,-11.614,8.539,0,13.13,0.02
2021,12,28,11.66,-12.262,-0.301,0,12.88,0.02
2021,12,29,-0.562,-21.406,-10.984,0,12.63,0.03
2021,12,30,17.024,-12.406,2.309,0,12.41,0.02
2021,12,31,5.954,-19.678,-6.862,0,12.17,0.02
2022,1,1,-11.938,-24.97,-18.454,0,11.97,0.02
2022,1,2,3.218,-29.542,-13.162,0,11.75,0.02
2022,1,3,20.934,1.094,11.014,0,11.59,0.02
2022,1,4,18.829,7.358,13.094,0,11.39,0.02
2022,1,5,10.724,-12.838,-1.057,0,11.24,0.02
2022,1,6,-11.452,-25.996,-18.724,0,11.07,0.02
2022,1,7,10.094,-33.43,-11.668,0,10.91,0.02
2022,1,8,23.781,-4.738,9.522,0,10.75,0.02
2022,1,9,-3.244,-13.45,-8.347,0,10.61,0.02
2022,1,10,2.426,-17.266,-7.42,0,10.5,0.02
2022,1,11,33.762,-1.858,15.952,0,10.39,0.02
2022,1,12,33.629,16.034,24.832,0,10.29,0.02
2022,1,13,30.465,18.721,24.593,0,10.17,0.02
2022,1,14,19.445,-2.956,8.245,0,10.12,0.02
2022,1,15,10.382,-18.292,-3.955,0,10.05,0.02
2022,1,16,31.933,9.626,20.78,0,10,0.02
2022,1,17,32.311,4.064,18.188,0,9.95,0.02
2022,1,18,37.639,2.624,20.132,0,9.92,0.02
2022,1,19,4.568,-15.322,-5.377,0,9.9,0.02
2022,1,20,-4.432,-28.66,-16.546,0,9.89,0.02
2022,1,21,28.132,-13.774,7.179,0,9.91,0.02
2022,1,22,18.82,-10.714,4.053,0,9.91,0.02
2022,1,23,9.482,-25.654,-8.086,0,9.92,0.02
2022,1,24,9.41,-13.63,-2.11,0,9.98,0.02
2022,1,25,-2.632,-26.698,-14.665,0,10.03,0.02
2022,1,26,33.388,-27.292,3.048,0,10.12,0.02
2022,1,27,28.661,-13.036,7.813,0,10.18,0.01
2022,1,28,11.858,-21.568,-4.855,0,10.3,0.02
2022,1,29,24.415,0.086,12.251,0,10.42,0.02
2022,1,30,14.126,-0.76,6.683,0,10.53,0.02
2022,1,31,23.657,4.55,14.104,0,10.66,0.02
2022,2,1,29.199,-6.952,11.124,0,10.84,0.02
2022,2,2,-2.83,-19.66,-11.245,0,11.01,0.02
2022,2,3,-3.532,-27.922,-15.727,0,11.19,0.02
2022,2,4,0.338,-11.722,-5.692,0,11.38,0.02
2022,2,5,28.229,-6.682,10.774,0,11.59,0.02
2022,2,6,18.831,-8.14,5.346,0,11.81,0.02
2022,2,7,18.678,-11.722,3.478,0,12.04,0.02
2022,2,8,38.8,8.114,23.457,0,12.3,0.02
2022,2,9,34.993,10.76,22.877,0,12.56,0.02
2022,2,10,39.461,-0.274,19.594,0,12.83,0.02
2022,2,11,34.569,-11.848,11.361,0,13.13,0.02
2022,2,12,0.842,-20.398,-9.778,0,13.42,0.02
2022,2,13,10.724,-18.868,-4.072,0,13.75,0.03
2022,2,14,10.94,-6.358,2.291,0,14.08,0.02
2022,2,15,25.907,4.244,15.076,0,14.41,0.03
2022,2,16,21.189,-0.4,10.395,0,14.79,0.02
2022,2,17,4.73,-13.126,-4.198,0,15.15,0.02
2022,2,18,30.475,-1.21,14.633,0,15.54,0.02
2022,2,19,26.843,-12.262,7.291,0,15.92,0.03
2022,2,20,35.379,13.928,24.654,0,16.31,0.03
2022,2,21,15.116,0.482,7.799,0,16.72,0.03
2022,2,22,4.586,-7.816,-1.615,0,17.16,0.03
2022,2,23,0.842,-17.68,-8.419,0,17.56,0.03
2022,2,24,6.476,-19.282,-6.403,0,18,0.03
2022,2,25,7.25,-16.15,-4.45,0,18.45,0.03
2022,2,26,29.017,-8.212,10.403,0,18.88,0.03
2022,2,27,31.629,-1.966,14.832,0,19.36,0.03
2022,2,28,37.141,5.828,21.485,0,19.8,0.03
2022,3,1,31.888,21.252,26.57,0,20.28,0.03
2022,3,2,27.477,8.942,18.21,0,20.75,0.03
2022,3,3,19.314,5.324,12.319,0,21.25,0.03
2022,3,4,30.999,17.51,24.255,0,21.75,0.04
2022,3,5,31.543,25.304,28.424,0,22.21,0.04
2022,3,6,26.2,15.44,20.82,0,22.7,0.03
2022,3,7,23.142,-0.85,11.146,0,23.21,0.03
2022,3,8,29.221,14.468,21.845,0,23.7,0.04
2022,3,9,15.062,-6.286,4.388,0,24.2,0.04
2022,3,10,20.979,-10.084,5.448,0,24.7,0.04
2022,3,11,12.56,-10.066,1.247,0,25.19,0.04
2022,3,12,29.903,-18.184,5.86,0,25.7,0.04
2022,3,13,33.58,18.063,25.822,0,26.22,0.04
2022,3,14,35.028,10.004,22.516,0,26.73,0.04
2022,3,15,43.149,9.824,26.487,0,27.21,0.04
2022,3,16,41.965,33.67,37.818,0,27.69,0.04
2022,3,17,41.466,29.469,35.468,0,28.2,0.05
2022,3,18,40.941,24.998,32.97,0,28.71,0.05
2022,3,19,44.328,21.529,32.929,0,29.22,0.05
2022,3,20,51.818,25.056,38.437,0,29.71,0.05
2022,3,21,56.282,37.83,47.056,0,30.21,0.05
2022,3,22,38.512,31.933,35.223,0,30.7,0.05
2022,3,23,36.388,30.573,33.481,0,31.2,0.05
2022,3,24,44.409,30.927,37.668,0,31.67,0.05
2022,3,25,41.571,19.657,30.614,0,32.16,0.05
2022,3,26,25.776,12.164,18.97,0,32.66,0.05
2022,3,27,26.663,7.322,16.993,0,33.12,0.05
2022,3,28,35.623,17.753,26.688,0,33.6,0.06
2022,3,29,42.962,30.277,36.62,0,34.11,0.06
2022,3,30,36.304,26.796,31.55,0,34.57,0.06
2022,3,31,34.093,22.635,28.364,0,35.04,0.06
2022,4,1,40.669,19.323,29.996,0,35.52,0.06
2022,4,2,40.827,27.675,34.251,0,36.01,0.07
2022,4,3,35.672,23.616,29.644,0,36.48,0.07
2022,4,4,46.357,19.233,32.795,0.07,36.93,0.07
2022,4,5,41.886,34.095,37.991,1.141,37.42,0.07
2022,4,6,36.86,31.339,34.1,0.27,37.89,0.07
2022,4,7,34.398,30.148,32.273,0,38.34,0.07
2022,4,8,42.829,28.836,35.833,0,38.79,0.07
2022,4,9,50.918,23.189,37.054,0,39.26,0.07
2022,4,10,54.788,31.93,43.359,0.06,39.75,0.07
2022,4,11,51.944,31.762,41.853,0.14,40.2,0.07
2022,4,12,48.02,33.292,40.656,0.24,40.64,0.08
2022,4,13,42.624,26.967,34.796,0.02,41.12,0.08
2022,4,14,31.593,19.148,25.371,0.01,41.58,0.08
2022,4,15,25.39,12.632,19.011,0,42.05,0.08
2022,4,16,33.753,21.105,27.429,0,42.5,0.08
2022,4,17,35.123,20.593,27.858,0.02,42.96,0.08
2022,4,18,33.841,24.593,29.217,0.01,43.42,0.08
2022,4,19,40.656,18.5,29.578,0,43.89,0.08
2022,4,20,42.37,33.166,37.768,0.27,44.33,0.09
2022,4,21,47.102,32.358,39.73,0,44.78,0.08
2022,4,22,53.978,38.172,46.075,0.04,45.24,0.08
2022,4,23,77.288,40.753,59.021,0.09,45.69,0.09
2022,4,24,43.394,29.091,36.243,0.06,46.16,0.09
2022,4,25,31.527,24.546,28.037,0,46.61,0.1
2022,4,26,37.848,23.695,30.772,0,47.06,0.1
2022,4,27,47.264,24.93,36.097,0,47.52,0.09
2022,4,28,47.714,29.772,38.743,0.06,47.97,0.1
2022,4,29,56.12,40.752,48.436,0.02,48.43,0.1
2022,4,30,51.602,41.774,46.688,0.911,48.86,0.1
2022,5,1,44.073,36.383,40.228,0.1,49.33,0.1
2022,5,2,48.452,33.274,40.863,0,49.77,0.1
2022,5,3,56.66,32.697,44.679,0,50.23,0.09
2022,5,4,60.53,35.964,48.247,0,50.67,0.1
2022,5,5,63.14,37.576,50.358,0,51.11,0.1
2022,5,6,69.188,34.142,51.665,0,51.55,0.1
2022,5,7,72.068,44.793,58.431,0,52,0.1
2022,5,8,59.324,49.91,54.617,0.53,52.43,0.1
2022,5,9,77.144,49.91,63.527,0.11,52.85,0.11
2022,5,10,73.544,49.424,61.484,0,53.3,0.1
2022,5,11,67.982,49.064,58.523,1.181,53.73,0.11
2022,5,12,78.44,53.24,65.84,2.002,54.16,0.1
2022,5,13,71.564,53.816,62.69,0,54.6,0.11
2022,5,14,66.02,48.74,57.38,0,54.99,0.1
2022,5,15,71.06,43.896,57.478,0,55.42,0.11
2022,5,16,66.182,47.156,56.669,0,55.84,0.1
2022,5,17,65.678,43.945,54.812,0.06,56.25,0.11
2022,5,18,72.734,49.748,61.241,0.02,56.63,0.11
2022,5,19,64.526,46.051,55.289,0.2,57.06,0.12
2022,5,20,59.486,41.263,50.375,0,57.47,0.11
2022,5,21,50.99,35.794,43.392,0,57.83,0.11
2022,5,22,56.786,36.982,46.884,0,58.23,0.11
2022,5,23,64.994,35.418,50.206,0,58.6,0.11
2022,5,24,67.352,44.352,55.852,0,58.96,0.11
2022,5,25,55.922,47.48,51.701,0,59.35,0.11
2022,5,26,66.074,46.051,56.063,0,59.74,0.1
2022,5,27,80.438,43.047,61.743,0,60.1,0.11
2022,5,28,80.168,58.388,69.278,0.591,60.46,0.11
2022,5,29,76.28,62.42,69.35,0.02,60.8,0.11
2022,5,30,74.642,57.218,65.93,2.072,61.15,0.11
2022,5,31,60.098,49.91,55.004,0.01,61.49,0.12
2022,6,1,64.832,44.458,54.645,0,61.84,0.12
2022,6,2,71.168,46.31,58.739,0,62.16,0.12
2022,6,3,67.424,44.634,56.029,0,62.48,0.13
2022,6,4,75.74,48.326,62.033,0,62.81,0.13
2022,6,5,75.218,51.512,63.365,0,63.13,0.14
2022,6,6,72.806,51.098,61.952,0,63.43,0.14
2022,6,7,68.054,48.632,58.343,0,63.73,0.14
2022,6,8,74.156,47.156,60.656,0,64.03,0.14
2022,6,9,78.242,46.173,62.208,0,64.34,0.15
2022,6,10,78.26,59.666,68.963,0,64.6,0.14
2022,6,11,79.088,59.738,69.413,0.2,64.89,0.14
2022,6,12,82.04,58.73,70.385,0.06,65.16,0.14
2022,6,13,81.716,68.288,75.002,0,65.42,0.14
2022,6,14,89.51,68.45,78.98,0,65.67,0.14
2022,6,15,78.692,61.088,69.89,0.08,65.92,0.14
2022,6,16,75.74,62.672,69.206,0,66.19,0.14
2022,6,17,80.852,53.15,67.001,0,66.42,0.15
2022,6,18,84.83,61.52,73.175,0,66.64,0.15
2022,6,19,97.25,71.078,84.164,0,66.89,0.15
2022,6,20,97.754,65.138,81.446,0.32,67.11,0.15
2022,6,21,80.618,63.23,71.924,0.05,67.33,0.14
2022,6,22,82.292,58.892,70.592,0,67.54,0.15
2022,6,23,93.02,61.52,77.27,0,67.72,0.14
2022,6,24,89.276,67.442,78.359,0,67.92,0.15
2022,6,25,73.796,57.29,65.543,0.751,68.1,0.15
2022,6,26,70.124,53.672,61.898,0,68.29,0.15
2022,6,27,80.528,51.098,65.813,0,68.44,0.15
2022,6,28,78.908,55.706,67.307,0.01,68.62,0.16
2022,6,29,90.842,53.42,72.131,0,68.77,0.15
2022,6,30,84.182,58.46,71.321,0,68.93,0.15
2022,7,1,78.926,51.26,65.093,0,69.05,0.16
2022,7,2,77.972,56.39,67.181,0.07,69.19,0.16
2022,7,3,76.928,60.584,68.756,0.12,69.32,0.16
2022,7,4,84.272,66.11,75.191,0.66,69.44,0.15
2022,7,5,80.528,64.094,72.311,0,69.56,0.15
2022,7,6,75.722,59.666,67.694,0,69.66,0.14
2022,7,7,83.588,59.918,71.753,0,69.75,0.14
2022,7,8,82.418,62.762,72.59,0,69.85,0.14
2022,7,9,81.122,60.26,70.691,0,69.92,0.14
2022,7,10,82.472,67.082,74.777,0,70.03,0.15
2022,7,11,80.024,61.862,70.943,0,70.08,0.14
2022,7,12,83.984,57.704,70.844,0,70.13,0.15
2022,7,13,78.404,54.194,66.299,0,70.22,0.15
2022,7,14,84.29,54.86,69.575,0,70.25,0.15
2022,7,15,87.08,66.452,76.766,0,70.3,0.15
2022,7,16,84.578,62.096,73.337,0.31,70.31,0.14
2022,7,17,85.172,59.072,72.122,0.01,70.34,0.14
2022,7,18,91.4,66.704,79.052,0,70.34,0.14
2022,7,19,83.408,69.89,76.649,0.15,70.35,0.14
2022,7,20,86.468,66.452,76.46,0,70.39,0.14
2022,7,21,82.76,61.088,71.924,0,70.38,0.14
2022,7,22,88.178,62.348,75.263,0.01,70.37,0.13
2022,7,23,78.476,62.258,70.367,0.42,70.35,0.14
2022,7,24,73.562,52.772,63.167,0,70.34,0.13
2022,7,25,75.812,47.57,61.691,0,70.33,0.12
2022,7,26,75.164,56.552,65.858,1.241,70.27,0.12
2022,7,27,75.992,55.868,65.93,0,70.25,0.11
2022,7,28,72.032,52.358,62.195,0,70.21,0.12
2022,7,29,77.396,52.79,65.093,0,70.15,0.12
2022,7,30,85.388,52.196,68.792,0,70.09,0.12
