experiment,site,year,timing,crop,plot,bottle code,Product,Date,Time,InstrumentSerialNumber,Dry matter,Protein Dry basis,ICP As is,ADF Dry basis,NDF Dry basis,Fat Dry basis,Ash Dry basis,Lignin Dry basis,NDFICP Dry basis,Insoluble matter Dry basis,Sugar Dry basis,NDFD48 As is,Calcium Dry basis,Chlorine Dry basis,Potassium Dry basis,Magnesium Dry basis,Phosphorus Dry basis,Sulfur Dry basis,Dry matter M-Distance,Protein Dry basis M-Distance,ICP As is M-Distance,ADF Dry basis M-Distance,NDF Dry basis M-Distance,Fat Dry basis M-Distance,Ash Dry basis M-Distance,Lignin Dry basis M-Distance,NDFICP Dry basis M-Distance,Insoluble matter Dry basis M-Distance,Sugar Dry basis M-Distance,NDFD48 As is M-Distance,Calcium Dry basis M-Distance,Chlorine Dry basis M-Distance,Potassium Dry basis M-Distance,Magnesium Dry basis M-Distance,Phosphorus Dry basis M-Distance,Sulfur Dry basis M-Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,alf,304,90186,Hay,Undefined,Hay,2/17/2021 1:51:24 PM,91.38,18.23,0.99,35.79,47.71,1.4,10.82,5.97,2.72,16.05,5.88,33.75,30.34,23.45,1.36,1.08,2.82,0.25,0.23,0.25,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,2.64,5,10,1.97,5,10,1.68,5,10,1.85,5,10,2.05,5,10,1.93,5,10,2.39,5,10,2.35,5,10,2.1,5,10,1.56,5,10,2.39,5,10,3.78,5,10,2.03,5,10,6.2,5,10,2.63,5,10,4.42,5,10,3.81,5,10,4.17,5,10,2.45,5,10,1.49,5,10
Mob Graze,Morris,2019,iwg.harvest,alf,305,90187,Hay,Undefined,Hay,2/17/2021 1:58:06 PM,91.52,17.9,1.39,38.27,50.26,1.7,10.06,7.62,2.82,15.81,4.49,35.22,33.37,25.57,1.51,0.96,2.46,0.4,0.22,0.24,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,3.04,5,10,2.31,5,10,2.2,5,10,2.39,5,10,2.73,5,10,2.08,5,10,2.72,5,10,2.92,5,10,2.47,5,10,1.61,5,10,2.81,5,10,3.99,5,10,2.6,5,10,5.96,5,10,3.13,5,10,4.94,5,10,4.06,5,10,4.27,5,10,3.63,5,10,2.05,5,10
Mob Graze,Morris,2019,iwg.harvest,alf,308,90188,Hay,Undefined,Hay,2/17/2021 2:01:24 PM,91.26,18.99,1.23,36.3,48.03,1.62,9.63,7.46,2.64,15.59,6.99,34.95,31.82,23.89,1.33,0.49,2.66,0.3,0.24,0.24,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,2.27,5,10,1.67,5,10,1.22,5,10,1.45,5,10,1.7,5,10,1.42,5,10,2.19,5,10,2.08,5,10,1.87,5,10,1.11,5,10,1.93,5,10,2.74,5,10,1.96,5,10,5.76,5,10,2.24,5,10,3.59,5,10,3,5,10,2.16,5,10,1.83,5,10,0.5,5,10
Mob Graze,Morris,2019,spring.pregraze,iwg,101,90559,,,,,96.06,3.93,0.72,48.3,85.05,1.81,3.45,7.43,1.62,1.1,8.44,75.49,72.27,48.03,-0.06,0.37,1.23,0.12,0.14,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,2.94,5,10,2.35,5,10,1.87,5,10,1.97,5,10,2.36,5,10,2.31,5,10,2.79,5,10,2.68,5,10,2.46,5,10,1.66,5,10,2.74,5,10,3.36,5,10,1.99,5,10,6.18,5,10,2.73,5,10,4.72,5,10,3.74,5,10,4.3,5,10,2.43,5,10,1.52,5,10
Mob Graze,Morris,2019,spring.pregraze,iwg,102,90560,,,,,93.63,4.52,0.7,44.43,74.61,1.65,2.67,7.55,1.41,0.71,12.95,60.64,58.83,42.58,0.11,0.08,1.29,0.12,0.14,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,3.09,5,10,2.34,5,10,2.05,5,10,2.21,5,10,2.79,5,10,2.07,5,10,3.03,5,10,2.85,5,10,2.52,5,10,1.63,5,10,2.9,5,10,4.82,5,10,2.23,5,10,8.06,5,10,3.03,5,10,5.17,5,10,4.24,5,10,4.19,5,10,3.02,5,10,1.52,5,10
Mob Graze,Morris,2019,spring.pregraze,iwg,103,90561,,,,,95.3,3.61,0.65,47.28,85.3,1.79,2.78,7.36,1.41,-0.67,7.79,77.45,77.17,52.36,-0.03,0.6,1.04,0.11,0.1,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,1.96,5,10,1.52,5,10,1.17,5,10,1.49,5,10,1.61,5,10,1.38,5,10,1.84,5,10,1.88,5,10,1.51,5,10,1.25,5,10,1.67,5,10,2.12,5,10,1.34,5,10,3.39,5,10,2.25,5,10,3.41,5,10,3.28,5,10,2.34,5,10,1.74,5,10,0.65,5,10
Mob Graze,Morris,2019,spring.pregraze,iwg,104,90562,,,,,93.85,4.77,0.83,47.43,79.31,1.76,4.08,6.83,1.83,1.95,9.22,66.6,63.94,46.77,0.14,0.08,1.32,0.17,0.15,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,2.91,5,10,2.09,5,10,1.66,5,10,2.03,5,10,2.32,5,10,1.82,5,10,2.73,5,10,2.53,5,10,2.23,5,10,1.59,5,10,2.47,5,10,5.1,5,10,2.44,5,10,8.23,5,10,3.18,5,10,5.38,5,10,4.88,5,10,4.08,5,10,2.77,5,10,1.28,5,10
Mob Graze,Morris,2019,spring.pregraze,iwg,105,90563,,,,,95.63,1.24,0.81,50.55,89.48,1.69,1.59,7.55,1.38,-2.55,7.18,82.49,82.62,59.33,-0.05,0.42,0.21,0.14,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,2.05,5,10,1.64,5,10,1.2,5,10,1.46,5,10,1.64,5,10,1.43,5,10,1.97,5,10,1.88,5,10,1.67,5,10,1.24,5,10,1.77,5,10,1.94,5,10,1.32,5,10,3.77,5,10,2.05,5,10,3.02,5,10,2.78,5,10,2.22,5,10,1.68,5,10,0.78,5,10
Mob Graze,Morris,2019,spring.pregraze,iwg,106,90564,,,,,94.15,4.11,0.73,43.52,77.13,1.69,2.67,6.8,1.78,0.22,11.52,64.59,62.82,43.58,0.04,0.1,0.79,0.13,0.12,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,4.38,5,10,2.67,5,10,2.31,5,10,2.23,5,10,3.47,5,10,2.06,5,10,3.3,5,10,3.69,5,10,2.95,5,10,1.59,5,10,3.1,5,10,3.65,5,10,2.31,5,10,8.99,5,10,3.68,5,10,4.84,5,10,3.15,5,10,3.23,5,10,3.11,5,10,1.41,5,10
Mob Graze,Morris,2019,spring.pregraze,iwg,107,90565,,,,,93.53,2.76,0.99,50.64,84.12,1.52,3.7,8.22,1.81,-0.32,8.29,72.29,71.58,54.21,0.04,0.02,0.77,0.13,0.1,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,2.76,5,10,2.08,5,10,1.89,5,10,1.69,5,10,2.52,5,10,1.56,5,10,2.55,5,10,2.99,5,10,2.27,5,10,1.29,5,10,2.4,5,10,2.48,5,10,2.38,5,10,5.39,5,10,2.23,5,10,4.43,5,10,2.4,5,10,1.98,5,10,2.03,5,10,1.35,5,10
Mob Graze,Morris,2019,spring.pregraze,iwg,108,90566,,,,,96.07,1.11,0.82,52.5,91.35,1.55,3.82,8.35,1.5,-1.95,4.52,85.46,84.66,58.88,0.03,0.69,0.36,0.12,0.05,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,2.39,5,10,1.65,5,10,1.37,5,10,1.39,5,10,1.84,5,10,1.39,5,10,2.38,5,10,2.45,5,10,2.02,5,10,0.96,5,10,1.84,5,10,2.21,5,10,3.05,5,10,6.59,5,10,2.29,5,10,4.54,5,10,2.28,5,10,1.76,5,10,1.76,5,10,0.73,5,10
Mob Graze,Morris,2019,spring.pregraze,iwg,201,90567,,,,,94.82,3.16,0.89,48.34,86.86,1.52,1.96,7.88,1.95,-1.18,9.58,78.69,78.95,56.05,-0.02,0.16,0.16,0.1,0.06,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,2.11,5,10,1.56,5,10,1.26,5,10,1.4,5,10,1.62,5,10,1.5,5,10,1.88,5,10,2.17,5,10,1.77,5,10,1.27,5,10,1.42,5,10,1.25,5,10,1.09,5,10,3.55,5,10,2.45,5,10,3.91,5,10,1.98,5,10,2.12,5,10,1.61,5,10,0.74,5,10
Mob Graze,Morris,2019,spring.pregraze,iwg,202,90568,,,,,97.51,4.01,0.71,45.55,83.68,1.84,4.45,6.17,1.69,1.25,6.22,80.73,75.6,48.63,0.1,0.91,0.54,0.2,0.11,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,3.11,5,10,2.47,5,10,2.21,5,10,1.98,5,10,2.97,5,10,1.77,5,10,3.14,5,10,3.56,5,10,2.85,5,10,1.41,5,10,2.79,5,10,2.94,5,10,2.41,5,10,6.93,5,10,2.8,5,10,5.85,5,10,3.09,5,10,2.41,5,10,2.34,5,10,1.36,5,10
Mob Graze,Morris,2019,spring.pregraze,iwg,203,90569,,,,,94.53,2.13,0.7,46.23,81.96,1.69,2.14,7.51,1.3,-1.17,10.24,72.82,71.78,53.31,0.04,0.39,0.28,0.15,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,2.56,5,10,2.04,5,10,1.89,5,10,1.53,5,10,2.27,5,10,1.41,5,10,2.75,5,10,2.81,5,10,2.26,5,10,1.18,5,10,2.3,5,10,3.08,5,10,2.21,5,10,7.09,5,10,2.19,5,10,4.47,5,10,2.16,5,10,1.8,5,10,1.6,5,10,1.02,5,10
Mob Graze,Morris,2019,spring.pregraze,iwg,204,90570,,,,,94.61,3.11,0.82,48.45,84.14,1.71,3.5,7.37,1.69,0.18,8.12,74.38,73.08,52.84,0.1,0.5,0.61,0.18,0.09,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,4.5,5,10,3.15,5,10,2.61,5,10,2.42,5,10,3.92,5,10,2.38,5,10,4.35,5,10,4.55,5,10,3.51,5,10,1.7,5,10,3.83,5,10,5.04,5,10,3.38,5,10,10.76,5,10,3.18,5,10,7.06,5,10,3.51,5,10,2.66,5,10,2.58,5,10,1.43,5,10
Mob Graze,Morris,2019,spring.pregraze,iwg,205,90571,,,,,93.49,4.87,0.77,46.23,77.44,1.71,3.13,7.69,1.72,1.29,10.87,63.65,61.26,43.53,0.08,0.06,1.75,0.11,0.16,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,1.85,5,10,1.22,5,10,1.16,5,10,1.29,5,10,1.31,5,10,1.33,5,10,1.73,5,10,1.91,5,10,1.58,5,10,0.96,5,10,1.24,5,10,1.66,5,10,2.51,5,10,4.4,5,10,2.25,5,10,4.04,5,10,2.01,5,10,1.64,5,10,1.64,5,10,0.74,5,10
Mob Graze,Morris,2019,spring.pregraze,iwg,206,90572,,,,,96.22,3.12,0.66,47.02,87.86,1.77,2.34,6.97,1.41,-1.29,7.74,79.66,79.87,49.78,-0.09,0.31,0.85,0.11,0.09,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,1.53,5,10,0.98,5,10,0.88,5,10,1.06,5,10,1.08,5,10,1.06,5,10,1.37,5,10,1.49,5,10,1.24,5,10,1.02,5,10,0.98,5,10,1.25,5,10,1.87,5,10,3.31,5,10,1.46,5,10,2.82,5,10,1.36,5,10,1.19,5,10,1.12,5,10,0.79,5,10
Mob Graze,Morris,2019,spring.pregraze,iwg,207,90573,,,,,95.26,4.88,0.63,42.45,79.16,1.81,3.53,6.19,1.45,1.05,9.48,68.02,65.96,39.35,0.03,0.43,1.28,0.12,0.13,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,4.42,5,10,3.32,5,10,3.52,5,10,2.96,5,10,3.92,5,10,3.16,5,10,4.17,5,10,4.26,5,10,3.63,5,10,2.22,5,10,4.02,5,10,13.4,5,10,6.19,5,10,18.11,5,10,3.29,5,10,6.82,5,10,3.44,5,10,5.71,5,10,3.14,5,10,2.38,5,10
Mob Graze,Morris,2019,spring.pregraze,iwg,208,90574,,,,,104.34,4.74,0.33,37.86,94.78,2.26,0.02,5.76,0.72,-3.29,1.65,101.86,107.09,38.27,0.17,2.24,-0.17,0.15,-0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,3.13,5,10,2.17,5,10,1.76,5,10,1.96,5,10,2.52,5,10,1.78,5,10,3.27,5,10,3.09,5,10,2.68,5,10,1.21,5,10,2.29,5,10,3.31,5,10,3.22,5,10,8.66,5,10,3.07,5,10,5.68,5,10,2.94,5,10,2.29,5,10,2.42,5,10,1.04,5,10
